record_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_survey_identifier,form_1_timestamp,form_1_complete,cihaz_kullanm_gnl_timestamp,wearlog_type,wearlog_event,wearlog_off,reason,wearlog_on,wearlog_bed,radius,wearlog_bag,wearlog_place,wearlog_motion,wearlog_past,wearlog_bp,wearlog_past_off,wearlog_past_on,wearlog_past_sleep,radius_past_time,radius_past,radius_past_back,wearlog_past_bag,wearlog_past_location,wearlog_past_motion,uuid,startdate,enddate,scheduledate,status,supplementaldata,serializedresult,cihaz_kullanm_gnl_complete
IZTECH_S008,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IZTECH_S008,cihaz_kullanm_gnl,2,,,,,1,,,,,,,,,,5,,,,,,,,,,,27756630-F842-11EF-B573-7FFA1B657665,"2025-03-03 18:14:08","2025-03-03 18:14:24",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.1"",    ""syncdate"": ""2025-03-03 18:14:24"",    ""utcTime"": ""2025-03-03 15:14:08.531241Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.2.0"",    ""buildnumber"": ""155"",    ""configversion"": ""9"",    ""devicemodel"": ""iPhone14,5"",    ""percentComplete"": ""10""  }",result.zip,2
IZTECH_S008,cihaz_kullanm_gnl,3,,,,,0,0,"2025-03-03 20:28",2,,,,1,,0,,,,,,,,,,,,DE3FD000-F854-11EF-A2F0-954BCFA3A4DE,"2025-03-03 20:28:06","2025-03-03 20:28:41",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.1"",    ""syncdate"": ""2025-03-03 20:28:42"",    ""utcTime"": ""2025-03-03 17:28:06.144002Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.2.0"",    ""buildnumber"": ""155"",    ""configversion"": ""9"",    ""devicemodel"": ""iPhone14,5"",    ""percentComplete"": ""29""  }",result.zip,2
IZTECH_S008,cihaz_kullanm_gnl,4,,,,,0,1,,,"2025-03-03 20:48",,,,,,,,,,,,,,,,,BD5C9820-F857-11EF-A2F0-954BCFA3A4DE,"2025-03-03 20:48:39","2025-03-03 20:48:54",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.1"",    ""syncdate"": ""2025-03-03 20:48:55"",    ""utcTime"": ""2025-03-03 17:48:39.458260Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.2.0"",    ""buildnumber"": ""155"",    ""configversion"": ""9"",    ""devicemodel"": ""iPhone14,5"",    ""percentComplete"": ""15""  }",result.zip,2
IZTECH_S008,cihaz_kullanm_gnl,5,,,,,0,2,,,,"2025-03-03 23:08",,,,,,,,,,,,,,,,861ECF90-F86B-11EF-8B6D-012867FE934D,"2025-03-03 23:10:16","2025-03-03 23:10:48",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.1"",    ""syncdate"": ""2025-03-03 23:10:49"",    ""utcTime"": ""2025-03-03 20:10:16.713082Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.2.0"",    ""buildnumber"": ""155"",    ""configversion"": ""9"",    ""devicemodel"": ""iPhone14,5"",    ""percentComplete"": ""15""  }",result.zip,2
IZTECH_S008,cihaz_kullanm_gnl,6,,,,,0,1,,,"2025-03-04 06:48",,,,,,,,,,,,,,,,,743633A0-F8AB-11EF-947D-0117C28BDB70,"2025-03-04 06:47:54","2025-03-04 06:48:08",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.1"",    ""syncdate"": ""2025-03-04 06:48:08"",    ""utcTime"": ""2025-03-04 03:47:54.458827Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.2.0"",    ""buildnumber"": ""155"",    ""configversion"": ""9"",    ""devicemodel"": ""iPhone14,5"",    ""percentComplete"": ""15""  }",result.zip,2
IZTECH_S008,cihaz_kullanm_gnl,7,,,,,0,2,,,,"2025-03-04 18:23",,,,,,,,,,,,,,,,9A5FFB40-F90C-11EF-BAC4-17846BE1C952,"2025-03-04 18:23:19","2025-03-04 18:23:37",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.1"",    ""syncdate"": ""2025-03-04 18:23:37"",    ""utcTime"": ""2025-03-04 15:23:19.668707Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.2.0"",    ""buildnumber"": ""155"",    ""configversion"": ""9"",    ""devicemodel"": ""iPhone14,5"",    ""percentComplete"": ""15""  }",result.zip,2
IZTECH_S008,cihaz_kullanm_gnl,8,,,,,0,1,,,"2025-03-05 06:14",,,,,,,,,,,,,,,,,F5736040-F96F-11EF-AF21-D7BCB7FBC5DD,"2025-03-05 06:14:32","2025-03-05 06:14:53",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.1"",    ""syncdate"": ""2025-03-05 06:14:53"",    ""utcTime"": ""2025-03-05 03:14:32.644593Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.2.0"",    ""buildnumber"": ""155"",    ""configversion"": ""9"",    ""devicemodel"": ""iPhone14,5"",    ""percentComplete"": ""15""  }",result.zip,2
IZTECH_S008,cihaz_kullanm_gnl,9,,,,,0,0,"2025-03-05 15:59",3,,,,0,komodinimde,0,,,,,,,,,,,,A97E3640-F9C1-11EF-9B99-FDCB96CB14B7,"2025-03-05 15:59:23","2025-03-05 16:00:14",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.1"",    ""syncdate"": ""2025-03-05 16:00:14"",    ""utcTime"": ""2025-03-05 12:59:23.940274Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.2.0"",    ""buildnumber"": ""155"",    ""configversion"": ""9"",    ""devicemodel"": ""iPhone14,5"",    ""percentComplete"": ""34""  }",result.zip,2
IZTECH_S008,cihaz_kullanm_gnl,10,,,,,0,1,,,"2025-03-05 16:17",,,,,,,,,,,,,,,,,2FC52450-F9C4-11EF-9B99-FDCB96CB14B7,"2025-03-05 16:17:28","2025-03-05 16:17:39",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""18.1"",    ""syncdate"": ""2025-03-05 16:17:39"",    ""utcTime"": ""2025-03-05 13:17:28.213819Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.2.0"",    ""buildnumber"": ""155"",    ""configversion"": ""9"",    ""devicemodel"": ""iPhone14,5"",    ""percentComplete"": ""15""  }",result.zip,2
