record_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_survey_identifier,form_1_timestamp,form_1_complete,gncel_durumlar_timestamp,ema_light,currentight,check_mixedlight,additional_light,currentmood,anxious,elated,sad,angry,irritable,energetic,kss_instr,kss,uuid_4,startdate_4,enddate_4,scheduledate_4,status_4,supplementaldata_4,serializedresult_4,gncel_durumlar_complete
IZTECH_S015,,,,,2,,,,,,,,,,,,,,,,,,,,,,
IZTECH_S015,gncel_durumlar,2,,,,,1,L,1,E,1,2,3,0,0,0,2,1,3,13480B60-2469-11F0-BC63-EB2EFA88FCE9,"2025-04-28 22:43:36","2025-04-28 22:45:57",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""15.8.1"",    ""syncdate"": ""2025-04-28 22:45:58"",    ""utcTime"": ""2025-04-28 19:43:36.213894Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.3.0"",    ""buildnumber"": ""164"",    ""configversion"": ""9"",    ""devicemodel"": ""iPhone8,1"",    ""percentComplete"": ""100""  }",result.zip,2
IZTECH_S015,gncel_durumlar,3,,,,,1,L,1,E,1,0,2,0,0,0,3,1,6,50FDFB80-24DD-11F0-BC63-EB2EFA88FCE9,"2025-04-29 12:35:41","2025-04-29 12:36:32",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""15.8.1"",    ""syncdate"": ""2025-04-29 12:36:32"",    ""utcTime"": ""2025-04-29 09:35:41.368065Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.3.0"",    ""buildnumber"": ""164"",    ""configversion"": ""9"",    ""devicemodel"": ""iPhone8,1"",    ""percentComplete"": ""100""  }",result.zip,2
IZTECH_S015,gncel_durumlar,4,,,,,1,L,1,E,1,3,2,2,3,3,4,1,4,65D604B0-24E9-11F0-BC63-EB2EFA88FCE9,"2025-04-29 14:02:10","2025-04-29 14:02:59",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""15.8.1"",    ""syncdate"": ""2025-04-29 14:03:00"",    ""utcTime"": ""2025-04-29 11:02:10.299007Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.3.0"",    ""buildnumber"": ""164"",    ""configversion"": ""9"",    ""devicemodel"": ""iPhone8,1"",    ""percentComplete"": ""100""  }",result.zip,2
IZTECH_S015,gncel_durumlar,5,,,,,1,I,0,,1,1,2,1,1,1,4,1,4,C1C91060-2501-11F0-BC63-EB2EFA88FCE9,"2025-04-29 16:56:32","2025-04-29 16:57:06",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""15.8.1"",    ""syncdate"": ""2025-04-29 16:57:07"",    ""utcTime"": ""2025-04-29 13:56:32.486446Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.3.0"",    ""buildnumber"": ""164"",    ""configversion"": ""9"",    ""devicemodel"": ""iPhone8,1"",    ""percentComplete"": ""93""  }",result.zip,2
IZTECH_S015,gncel_durumlar,6,,,,,1,L,1,E,1,3,3,3,2,2,3,1,2,799F3520-2525-11F0-BC63-EB2EFA88FCE9,"2025-04-29 21:12:13","2025-04-29 21:12:44",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""15.8.1"",    ""syncdate"": ""2025-04-29 21:12:44"",    ""utcTime"": ""2025-04-29 18:12:13.298510Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.3.0"",    ""buildnumber"": ""164"",    ""configversion"": ""9"",    ""devicemodel"": ""iPhone8,1"",    ""percentComplete"": ""100""  }",result.zip,2
IZTECH_S015,gncel_durumlar,7,,,,,1,L,1,E,1,1,1,0,1,1,0,1,6,CDC76530-259F-11F0-AAC4-B7D6D88A68DE,"2025-04-30 11:47:53","2025-04-30 11:48:28",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""15.8.1"",    ""syncdate"": ""2025-04-30 11:48:29"",    ""utcTime"": ""2025-04-30 08:47:53.091369Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.3.0"",    ""buildnumber"": ""164"",    ""configversion"": ""9"",    ""devicemodel"": ""iPhone8,1"",    ""percentComplete"": ""100""  }",result.zip,2
IZTECH_S015,gncel_durumlar,8,,,,,1,I,1,E,1,2,2,0,0,0,3,1,6,B8FEFB50-25B2-11F0-AAC4-B7D6D88A68DE,"2025-04-30 14:03:18","2025-04-30 14:03:49",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""15.8.1"",    ""syncdate"": ""2025-04-30 14:03:49"",    ""utcTime"": ""2025-04-30 11:03:18.661718Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.3.0"",    ""buildnumber"": ""164"",    ""configversion"": ""9"",    ""devicemodel"": ""iPhone8,1"",    ""percentComplete"": ""100""  }",result.zip,2
IZTECH_S015,gncel_durumlar,9,,,,,1,L,1,I,1,2,3,2,1,1,2,1,8,5A20C050-25CB-11F0-AAC4-B7D6D88A68DE,"2025-04-30 16:59:36","2025-04-30 17:00:20",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""15.8.1"",    ""syncdate"": ""2025-04-30 17:00:21"",    ""utcTime"": ""2025-04-30 13:59:36.917230Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.3.0"",    ""buildnumber"": ""164"",    ""configversion"": ""9"",    ""devicemodel"": ""iPhone8,1"",    ""percentComplete"": ""100""  }",result.zip,2
IZTECH_S015,gncel_durumlar,10,,,,,1,L,1,E,1,2,3,1,1,1,2,1,4,BD9B2D00-25E4-11F0-AAC4-B7D6D88A68DE,"2025-04-30 20:01:21","2025-04-30 20:02:06",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""15.8.1"",    ""syncdate"": ""2025-04-30 20:02:07"",    ""utcTime"": ""2025-04-30 17:01:21.232360Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.3.0"",    ""buildnumber"": ""164"",    ""configversion"": ""9"",    ""devicemodel"": ""iPhone8,1"",    ""percentComplete"": ""100""  }",result.zip,2
