record_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_survey_identifier,form_1_timestamp,form_1_complete,cihaz_kullanm_gnl_timestamp,wearlog_type,wearlog_event,wearlog_off,reason,wearlog_on,wearlog_bed,radius,wearlog_bag,wearlog_place,wearlog_motion,wearlog_past,wearlog_bp,wearlog_past_off,wearlog_past_on,wearlog_past_sleep,radius_past_time,radius_past,radius_past_back,wearlog_past_bag,wearlog_past_location,wearlog_past_motion,uuid,startdate,enddate,scheduledate,status,supplementaldata,serializedresult,cihaz_kullanm_gnl_complete
IZTECH_S004,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IZTECH_S004,cihaz_kullanm_gnl,2,,,,,1,,,,,,,,,,5,,,,,,,,,,,A1FF0020-D725-11EF-8DC7-4D50E10D3468,"2025-01-20 14:56:50","2025-01-20 14:59:09",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""11"",    ""syncdate"": ""2025-01-20 14:59:10"",    ""utcTime"": ""2025-01-20 11:56:50.338771Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.1.6"",    ""buildnumber"": ""143"",    ""configversion"": ""9"",    ""devicemodel"": ""Redmi Note 8 Pro"",    ""percentComplete"": ""10""  }",result.zip,2
IZTECH_S004,cihaz_kullanm_gnl,3,,,,,0,2,,,,"2025-01-20 23:33",,,,,,,,,,,,,,,,B6121460-D76D-11EF-99B7-77430B6A375E,"2025-01-20 23:32:47","2025-01-20 23:33:29",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""11"",    ""syncdate"": ""2025-01-20 23:33:30"",    ""utcTime"": ""2025-01-20 20:32:47.782046Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.1.6"",    ""buildnumber"": ""143"",    ""configversion"": ""9"",    ""devicemodel"": ""Redmi Note 8 Pro"",    ""percentComplete"": ""15""  }",result.zip,2
IZTECH_S004,cihaz_kullanm_gnl,4,,,,,0,1,,,"2025-01-21 15:40",,,,,,,,,,,,,,,,,CCD95810-D7F5-11EF-9C83-8F6A3B536A52,"2025-01-21 15:46:57","2025-01-21 15:47:34",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""11"",    ""syncdate"": ""2025-01-21 15:47:34"",    ""utcTime"": ""2025-01-21 12:46:57.553280Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.1.6"",    ""buildnumber"": ""143"",    ""configversion"": ""9"",    ""devicemodel"": ""Redmi Note 8 Pro"",    ""percentComplete"": ""15""  }",result.zip,2
IZTECH_S004,cihaz_kullanm_gnl,5,,,,,0,0,"2025-01-21 19:07",2,,,,1,,0,,,,,,,,,,,,BDB8C020-D811-11EF-A48A-CFADD4C0F11F,"2025-01-21 19:06:58","2025-01-21 19:07:33",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""11"",    ""syncdate"": ""2025-01-21 19:07:34"",    ""utcTime"": ""2025-01-21 16:06:58.082192Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.1.6"",    ""buildnumber"": ""143"",    ""configversion"": ""9"",    ""devicemodel"": ""Redmi Note 8 Pro"",    ""percentComplete"": ""29""  }",result.zip,2
IZTECH_S004,cihaz_kullanm_gnl,6,,,,,0,1,,,"2025-01-21 19:44",,,,,,,,,,,,,,,,,FD4E9340-D816-11EF-BB43-957FED9C2D79,"2025-01-21 19:44:32","2025-01-21 19:45:04",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""11"",    ""syncdate"": ""2025-01-21 19:45:05"",    ""utcTime"": ""2025-01-21 16:44:32.244285Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.1.6"",    ""buildnumber"": ""143"",    ""configversion"": ""9"",    ""devicemodel"": ""Redmi Note 8 Pro"",    ""percentComplete"": ""15""  }",result.zip,2
IZTECH_S004,cihaz_kullanm_gnl,7,,,,,0,2,,,,"2025-01-22 00:07",,,,,,,,,,,,,,,,B086F780-D83B-11EF-A1FE-F9780FD62D45,"2025-01-22 00:07:14","2025-01-22 00:07:33",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""11"",    ""syncdate"": ""2025-01-22 00:07:33"",    ""utcTime"": ""2025-01-21 21:07:14.808566Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.1.6"",    ""buildnumber"": ""143"",    ""configversion"": ""9"",    ""devicemodel"": ""Redmi Note 8 Pro"",    ""percentComplete"": ""15""  }",result.zip,2
IZTECH_S004,cihaz_kullanm_gnl,8,,,,,0,1,,,"2025-01-22 09:17",,,,,,,,,,,,,,,,,7ED53AB0-D888-11EF-AAA5-05B9DD0E0036,"2025-01-22 09:17:02","2025-01-22 09:17:24",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""11"",    ""syncdate"": ""2025-01-22 09:17:25"",    ""utcTime"": ""2025-01-22 06:17:02.683933Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.1.6"",    ""buildnumber"": ""143"",    ""configversion"": ""9"",    ""devicemodel"": ""Redmi Note 8 Pro"",    ""percentComplete"": ""15""  }",result.zip,2
IZTECH_S004,cihaz_kullanm_gnl,9,,,,,0,2,,,,"2025-01-23 00:09",,,,,,,,,,,,,,,,145EB670-D905-11EF-9C12-6B42612B5650,"2025-01-23 00:08:51","2025-01-23 00:09:11",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""11"",    ""syncdate"": ""2025-01-23 00:09:11"",    ""utcTime"": ""2025-01-22 21:08:51.159195Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.1.6"",    ""buildnumber"": ""143"",    ""configversion"": ""9"",    ""devicemodel"": ""Redmi Note 8 Pro"",    ""percentComplete"": ""15""  }",result.zip,2
IZTECH_S004,cihaz_kullanm_gnl,10,,,,,0,1,,,"2025-01-23 09:12",,,,,,,,,,,,,,,,,14618B10-D951-11EF-9C45-79958BAC358F,"2025-01-23 09:12:52","2025-01-23 09:13:05",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""11"",    ""syncdate"": ""2025-01-23 09:13:06"",    ""utcTime"": ""2025-01-23 06:12:52.929098Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.1.6"",    ""buildnumber"": ""143"",    ""configversion"": ""9"",    ""devicemodel"": ""Redmi Note 8 Pro"",    ""percentComplete"": ""15""  }",result.zip,2
