record_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_survey_identifier,form_1_timestamp,form_1_complete,cihaz_kullanm_gnl_timestamp,wearlog_type,wearlog_event,wearlog_off,reason,wearlog_on,wearlog_bed,radius,wearlog_bag,wearlog_place,wearlog_motion,wearlog_past,wearlog_bp,wearlog_past_off,wearlog_past_on,wearlog_past_sleep,radius_past_time,radius_past,radius_past_back,wearlog_past_bag,wearlog_past_location,wearlog_past_motion,uuid,startdate,enddate,scheduledate,status,supplementaldata,serializedresult,cihaz_kullanm_gnl_complete
IZTECH_S016,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IZTECH_S016,cihaz_kullanm_gnl,2,,,,,1,,,,,,,,,,5,,,,,,,,,,,187E3050-29C3-11F0-BA76-CFD9101BB5BE,"2025-05-05 18:10:35","2025-05-05 18:11:08",,1,"{    ""devicemanufacturer"": ""OPPO"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2025-05-05 18:11:08"",    ""utcTime"": ""2025-05-05 15:10:35.477085Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.3.0"",    ""buildnumber"": ""164"",    ""configversion"": ""9"",    ""devicemodel"": ""CPH2109"",    ""percentComplete"": ""10""  }",result.zip,2
IZTECH_S016,cihaz_kullanm_gnl,3,,,,,0,2,,,,"2025-05-05 21:43",,,,,,,,,,,,,,,,C9B41200-29E0-11F0-AFBB-8974E8116B43,"2025-05-05 21:43:08","2025-05-05 21:43:53",,1,"{    ""devicemanufacturer"": ""OPPO"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2025-05-05 21:43:53"",    ""utcTime"": ""2025-05-05 18:43:08.192490Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.3.0"",    ""buildnumber"": ""164"",    ""configversion"": ""9"",    ""devicemodel"": ""CPH2109"",    ""percentComplete"": ""15""  }",result.zip,2
IZTECH_S016,cihaz_kullanm_gnl,4,,,,,0,1,,,"2025-05-06 08:15",,,,,,,,,,,,,,,,,0D127020-2A39-11F0-B847-F9D9FC38C52A,"2025-05-06 08:14:56","2025-05-06 08:15:17",,1,"{    ""devicemanufacturer"": ""OPPO"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2025-05-06 08:15:17"",    ""utcTime"": ""2025-05-06 05:14:56.930065Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.3.0"",    ""buildnumber"": ""164"",    ""configversion"": ""9"",    ""devicemodel"": ""CPH2109"",    ""percentComplete"": ""15""  }",result.zip,2
IZTECH_S016,cihaz_kullanm_gnl,5,,,,,0,2,,,,"2025-05-07 00:46",,,,,,,,,,,,,,,,7BFCCDC0-2AC3-11F0-9487-D3C945694022,"2025-05-07 00:45:53","2025-05-07 00:46:16",,1,"{    ""devicemanufacturer"": ""OPPO"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2025-05-07 00:46:16"",    ""utcTime"": ""2025-05-06 21:45:53.563907Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.3.0"",    ""buildnumber"": ""164"",    ""configversion"": ""9"",    ""devicemodel"": ""CPH2109"",    ""percentComplete"": ""15""  }",result.zip,2
IZTECH_S016,cihaz_kullanm_gnl,6,,,,,0,1,,,"2025-05-07 08:06",,,,,,,,,,,,,,,,,0E3DD3E0-2B01-11F0-B3AC-C5C4976FD486,"2025-05-07 08:06:38","2025-05-07 08:07:02",,1,"{    ""devicemanufacturer"": ""OPPO"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2025-05-07 08:07:02"",    ""utcTime"": ""2025-05-07 05:06:38.238565Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.3.0"",    ""buildnumber"": ""164"",    ""configversion"": ""9"",    ""devicemodel"": ""CPH2109"",    ""percentComplete"": ""15""  }",result.zip,2
IZTECH_S016,cihaz_kullanm_gnl,7,,,,,0,0,"2025-05-07 08:14",2,,,,0,"banyo tezgahi",0,,,,,,,,,,,,B88D6AD0-2B02-11F0-BF64-C7ED23286A68,"2025-05-07 08:18:33","2025-05-07 08:19:16",,1,"{    ""devicemanufacturer"": ""OPPO"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2025-05-07 08:19:17"",    ""utcTime"": ""2025-05-07 05:18:33.469129Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.3.0"",    ""buildnumber"": ""164"",    ""configversion"": ""9"",    ""devicemodel"": ""CPH2109"",    ""percentComplete"": ""34""  }",result.zip,2
IZTECH_S016,cihaz_kullanm_gnl,8,,,,,0,1,,,"2025-05-07 08:31",,,,,,,,,,,,,,,,,725D3520-2B04-11F0-BF64-C7ED23286A68,"2025-05-07 08:30:54","2025-05-07 08:31:06",,1,"{    ""devicemanufacturer"": ""OPPO"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2025-05-07 08:31:06"",    ""utcTime"": ""2025-05-07 05:30:54.706311Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.3.0"",    ""buildnumber"": ""164"",    ""configversion"": ""9"",    ""devicemodel"": ""CPH2109"",    ""percentComplete"": ""15""  }",result.zip,2
IZTECH_S016,cihaz_kullanm_gnl,9,,,,,1,,,,,,,,,,0,1,"2025-05-07 16:12",,,,,,1,,0,8E91C450-2B49-11F0-A3B1-4FAD8A2A81D7,"2025-05-07 16:45:37","2025-05-07 16:46:10",,1,"{    ""devicemanufacturer"": ""OPPO"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2025-05-07 16:46:10"",    ""utcTime"": ""2025-05-07 13:45:37.301267Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.3.0"",    ""buildnumber"": ""164"",    ""configversion"": ""9"",    ""devicemodel"": ""CPH2109"",    ""percentComplete"": ""29""  }",result.zip,2
IZTECH_S016,cihaz_kullanm_gnl,10,,,,,0,1,,,"2025-05-07 17:53",,,,,,,,,,,,,,,,,10C37410-2B53-11F0-ADDD-7997F75A5299,"2025-05-07 17:53:41","2025-05-07 17:53:54",,1,"{    ""devicemanufacturer"": ""OPPO"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2025-05-07 17:53:55"",    ""utcTime"": ""2025-05-07 14:53:41.201271Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""+03"",    ""appversion"": ""2.3.0"",    ""buildnumber"": ""164"",    ""configversion"": ""9"",    ""devicemodel"": ""CPH2109"",    ""percentComplete"": ""15""  }",result.zip,2
